  Wl(nm)  HCRF  Rso  Rdo  Rsd  Rdd  ABSs  ABSd
      1060       0.44491901       0.44445969       0.44812391       0.56274783       0.53144433       0.21348671       0.19327113
      1061       0.44517268       0.44471085       0.44839504       0.56299275       0.53169468       0.21328074       0.19309464
      1062       0.44540597       0.44494049       0.44865377       0.56320490       0.53192278       0.21315663       0.19299490
      1063       0.44556563       0.44509718       0.44883416       0.56334266       0.53207581       0.21310662       0.19295985
      1064       0.44571812       0.44524667       0.44900764       0.56347223       0.53222140       0.21306862       0.19293569
      1065       0.44589777       0.44542267       0.44921274       0.56361915       0.53238882       0.21304882       0.19293072
      1066       0.44602584       0.44554879       0.44935445       0.56372836       0.53250769       0.21301101       0.19290430
      1067       0.44617902       0.44569987       0.44952230       0.56387014       0.53265764       0.21291685       0.19282657
      1068       0.44630884       0.44582759       0.44966665       0.56398329       0.53278085       0.21286886       0.19279082
      1069       0.44641846       0.44593489       0.44979246       0.56407545       0.53288572       0.21284683       0.19277854
      1070       0.44652972       0.44604371       0.44992081       0.56417146       0.53299483       0.21281468       0.19275701
      1071       0.44654590       0.44605983       0.44993739       0.56419187       0.53301412       0.21278050       0.19272592
      1072       0.44659810       0.44611125       0.44999509       0.56424173       0.53306697       0.21274238       0.19269384
      1073       0.44664303       0.44615535       0.45004577       0.56428331       0.53311230       0.21271626       0.19267266
      1074       0.44666770       0.44617896       0.45007783       0.56430385       0.53313923       0.21271611       0.19267496
      1075       0.44666163       0.44617182       0.45007925       0.56428742       0.53313182       0.21277416       0.19273016
      1076       0.44659200       0.44610158       0.45001391       0.56421223       0.53306493       0.21287408       0.19282068
      1077       0.44656410       0.44607250       0.44999425       0.56417098       0.53303495       0.21296812       0.19290855
      1078       0.44658884       0.44609617       0.45002638       0.56419159       0.53306196       0.21296787       0.19291076
      1079       0.44661922       0.44612565       0.45006301       0.56421662       0.53309225       0.21296577       0.19291138
      1080       0.44662778       0.44613321       0.45007857       0.56421684       0.53309997       0.21299969       0.19294468
      1081       0.44657084       0.44607495       0.45003086       0.56414256       0.53303997       0.21314161       0.19307600
      1082       0.44649906       0.44600087       0.44997516       0.56403990       0.53296094       0.21336349       0.19328250
      1083       0.44636954       0.44586967       0.44985736       0.56388309       0.53282589       0.21362504       0.19352241
      1084       0.44627446       0.44577230       0.44977818       0.56375192       0.53272020       0.21389275       0.19377061
      1085       0.44620323       0.44569968       0.44971667       0.56366140       0.53264543       0.21405817       0.19392328
      1086       0.44617529       0.44566966       0.44970332       0.56360861       0.53261174       0.21420763       0.19406409
      1087       0.44614912       0.44564127       0.44969262       0.56355984       0.53258245       0.21434669       0.19419539
      1088       0.44607777       0.44556761       0.44963732       0.56345769       0.53250387       0.21456766       0.19440112
      1089       0.44597928       0.44546655       0.44955677       0.56332669       0.53239980       0.21482583       0.19464055
      1090       0.44585197       0.44533653       0.44944838       0.56316294       0.53226594       0.21513142       0.19492305
      1091       0.44575175       0.44523296       0.44937153       0.56301648       0.53215385       0.21545521       0.19522478
      1092       0.44571671       0.44519489       0.44935766       0.56294415       0.53210917       0.21567159       0.19542904
      1093       0.44572487       0.44519932       0.44939184       0.56290944       0.53210548       0.21587222       0.19562165
      1094       0.44567362       0.44514510       0.44936134       0.56281670       0.53204148       0.21612268       0.19585696
      1095       0.44557374       0.44504187       0.44928483       0.56267069       0.53192978       0.21644563       0.19615802
      1096       0.44533736       0.44480330       0.44906375       0.56239248       0.53168425       0.21688240       0.19655717
      1097       0.44505482       0.44451806       0.44879999       0.56206580       0.53139612       0.21738011       0.19701149
      1098       0.44477109       0.44423268       0.44852779       0.56174723       0.53110784       0.21783190       0.19742156
